smiles,H298 (kcal/mol),S298 (cal/mol/K),Sint298 (cal/mol/K),Cp300 (cal/mol/K),Cp400 (cal/mol/K),Cp500 (cal/mol/K),Cp600 (cal/mol/K),Cp800 (cal/mol/K),Cp1000 (cal/mol/K),Cp1500 (cal/mol/K),comment
CC(=O)OC(=O)C(=O)C=O,-167.6864244741874,116.31826455234538,118.50143403441683,36.58460803059273,41.66586998087954,46.178298279158696,50.00478011472274,55.83891013384321,59.842256214149145,65.37523900573613,Thermo group additivity estimation: group(O2s-(Cds-O2d)(Cds-O2d)) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs) + group(Cds-O2d(Cds-O2d)(Cds-O2d)) + group(Cds-O2d(Cds-O2d)O2s) + group(Cds-O2d(Cds-O2d)H)
CC(=O)OC(OO)C(=O)C=O,-179.6455066921606,122.59559553337901,123.40133843212239,41.60665391969407,49.60131931166347,57.010688336520076,62.83537284894838,71.33162523900573,77.67462715105162,84.48650095602294,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsOsOsH) + group(Cs-(Cds-O2d)HHH) + group(Cds-O2d(Cds-O2d)Cs) + group(Cds-OdCsOs) + group(Cds-O2d(Cds-O2d)H)
CC(=O)CC(OO)OC(C)=O,-172.42753346080306,127.80487347004556,130.7937858508604,46.26965583173996,55.6027533460803,64.42703632887189,71.57581261950287,82.43344168260039,90.81755258126195,101.23841300191205,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-(Cds-O2d)CsHH) + group(Cs-CsOsOsH) + group(Cs-(Cds-O2d)HHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsCs) + group(Cds-OdCsOs)
O=C1COCC(COO)(COO)O1,-177.3394455066922,122.42078393881451,122.42078393881451,54.079560229445505,67.06822179732312,78.0712619502868,87.05736137667303,98.94535372848948,107.555086042065,116.32567877629063,Thermo group additivity estimation: group(O2s-CsCs) + group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-OsH) + group(O2s-OsH) + group(Cs-CsCsCsOs) + group(Cs-CsOsHH) + group(Cs-CsOsHH) + group(Cs-CsOsHH) + group(Cs-(Cds-O2d)OsHH) + group(Cds-OdCsOs) + ring(Cyclohexanone)
CC(=O)OC(CC(C)OO)OO,-168.2680497131931,138.15715664993198,139.76864244741873,54.15139579349905,65.71434034416826,76.01625239005736,84.24353728489484,96.20902485659656,105.53927342256215,116.81323135755257,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-OsH) + group(O2s-OsH) + group(Cs-CsCsOsH) + group(Cs-CsCsHH) + group(Cs-CsOsOsH) + group(Cs-CsHHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs)
O=COC(=O)O,-168.45124282982792,84.32600382409177,84.32600382409177,21.395793499043975,25.14579349904398,28.23852772466539,30.55210325047801,33.3604206500956,34.74904397705545,36.37189292543021,Thermo group additivity estimation: group(O2s-(Cds-O2d)(Cds-O2d)) + group(O2s-(Cds-O2d)H) + group(Cds-OdOsOs) + group(Cds-OdOsH)
CC(=O)OC(=O)C(C)COO,-168.85028680688336,131.9555235656479,134.9444359464627,47.26462715105163,56.14915869980879,63.98453154875717,70.71734225621415,80.91304015296369,88.5408986615679,99.30760994263863,Thermo group additivity estimation: group(O2s-(Cds-O2d)(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-(Cds-O2d)CsCsH) + group(Cs-CsOsHH) + group(Cs-CsHHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs) + group(Cds-OdCsOs)
CC(=O)OC(OO)C(C)COO,-167.43690248565966,138.10597118148073,139.7174569789675,53.9131931166348,65.45028680688335,75.70824091778202,83.92346080305927,96.01929254302104,105.40988527724667,116.94068833652007,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-OsH) + group(O2s-OsH) + group(Cs-CsCsCsH) + group(Cs-CsOsOsH) + group(Cs-CsOsHH) + group(Cs-CsHHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs)
CC(=O)OCC(CCOO)OO,-158.4638432122371,138.62003147984169,139.4257743785851,54.666462715105155,66.02290630975143,75.70778202676864,83.92265774378585,96.07692160611856,105.20206500956023,117.1172657743786,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-OsH) + group(O2s-OsH) + group(Cs-CsCsOsH) + group(Cs-CsCsHH) + group(Cs-CsOsHH) + group(Cs-CsOsHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs)
CC(=O)OC(OO)C(C)C=O,-166.4229445506692,128.24191764419584,129.8534034416826,46.21682600382409,55.91646271510515,64.87866156787763,72.08139579349904,82.91042065009562,91.29022944550668,101.73667304015298,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-(Cds-O2d)CsCsH) + group(Cs-CsOsOsH) + group(Cs-CsHHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs) + group(Cds-OdCsH)
CC(=O)OC(=O)C(C)=O,-160.70745697896749,109.33585988862959,113.70219885277247,34.33078393881453,40.45172084130019,46.04684512428298,50.84130019120459,58.19789674952199,63.24808795411089,70.21749521988528,Thermo group additivity estimation: group(O2s-(Cds-O2d)(Cds-O2d)) + group(Cs-(Cds-O2d)HHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-O2d(Cds-O2d)Cs) + group(Cds-OdCsOs) + group(Cds-O2d(Cds-O2d)O2s)
CC(=O)OCC(CC=O)OO,-158.26787762906312,128.23395117391436,129.03969407265777,46.78208413001912,56.24175908221796,64.68730401529635,71.95411089866155,82.99820267686425,91.11793499043976,102.05265774378584,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsCsOsH) + group(Cs-(Cds-O2d)CsHH) + group(Cs-CsOsHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs) + group(Cds-OdCsH)
CC(=O)OC(COO)C(C)=O,-165.4868068833652,128.13672815455803,131.12564053537284,45.03554493307839,55.585659655831726,64.65738049713192,71.90565965583174,83.07328871892926,91.18418738049712,101.5908221797323,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-(Cds-O2d)CsOsH) + group(Cs-CsOsHH) + group(Cs-(Cds-O2d)HHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsCs) + group(Cds-OdCsOs)
CC(=O)OCC(=O)CCOO,-159.10439770554495,126.83501407433391,129.01818355640535,47.34135755258126,56.67674952198852,65.12468451242829,72.34847036328873,83.20613766730402,91.15378585086043,101.8638432122371,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-(Cds-O2d)CsHH) + group(Cs-CsOsHH) + group(Cs-(Cds-O2d)OsHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsCs) + group(Cds-OdCsOs)
OC1OC(O)O1,-142.35942638623328,81.26556748343948,84.0204206500956,20.61244741873805,23.979980879541106,27.657934990439774,30.96,36.47231357552582,40.34523900573614,44.2053346080306,Thermo group additivity estimation: group(O2s-CsCs) + group(O2s-CsCs) + group(O2s-CsH) + group(O2s-CsH) + group(Cs-OsOsOsH) + group(Cs-OsOsOsH) + ring(Cyclobutane)
CC(=O)OCC(COO)COO,-157.63269598470362,137.1914194280624,139.37458891013384,54.42826003824092,65.75885277246654,75.3997705544933,83.60258126195029,95.88718929254301,105.07267686424476,117.24472275334608,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-OsH) + group(O2s-OsH) + group(Cs-CsCsCsH) + group(Cs-CsOsHH) + group(Cs-CsOsHH) + group(Cs-CsOsHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs)
CC(=O)OC(C=O)C(C)OO,-161.13135755258125,128.10293102851708,129.71441682600383,45.03290630975144,55.91609942638623,65.22611854684511,72.60483747609942,83.77015296367114,91.82177820267687,102.10103250478011,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsCsOsH) + group(Cs-(Cds-O2d)CsOsH) + group(Cs-CsHHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs) + group(Cds-OdCsH)
O=C1OC(O)O1,-150.62273422562143,74.94797323135757,74.94797323135757,16.234971319311665,20.986673040152958,25.306290630975145,28.677208413001914,33.47206500956023,36.39466539196941,38.95695984703633,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-Cs(Cds-O2d)) + group(O2s-CsH) + group(Cs-OsOsOsH) + group(Cds-OdOsOs) + ring(Cyclobutane)
CC1OCC(=O)OC1=O,-151.70669216061188,84.00780566133197,86.19097514340342,44.84499043977056,52.408565965583165,59.04502868068833,64.03982791586998,71.46267686424473,76.40652007648184,72.79455066921606,Thermo group additivity estimation: group(O2s-CsCs) + group(O2s-(Cds-O2d)(Cds-O2d)) + group(Cs-(Cds-O2d)CsOsH) + group(Cs-(Cds-O2d)OsHH) + group(Cs-CsHHH) + group(Cds-OdCsOs) + group(Cds-OdCsOs) + ring(six-sidedoubles)
CC(=O)OC(COO)=C(C)O,-164.9135755258126,122.94890004159323,127.31523900573613,49.25391969407265,60.22906309751433,68.221051625239,74.50237093690248,84.21695984703634,91.2225621414914,100.46355640535371,Thermo group additivity estimation: group(O2s-(Cds-O2d)(Cds-Cd)) + group(O2s-OsCs) + group(O2s-(Cds-Cd)H) + group(O2s-OsH) + group(Cs-(Cds-Cds)OsHH) + group(Cs-(Cds-Cds)HHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-CdsCsOs) + group(Cds-CdsCsOs) + group(Cds-OdCsOs)
C=C(O)C(=O)OC(C)=O,-140.06946462715106,111.10874256381766,113.2919120458891,36.736730401529634,42.88267686424474,47.735315487571704,51.47868068833652,57.07240917782026,61.117112810707454,67.20260038240917,Thermo group additivity estimation: group(O2s-(Cds-O2d)(Cds-O2d)) + group(O2s-(Cds-Cd)H) + group(Cs-(Cds-O2d)HHH) + group(Cds-Cds(Cds-O2d)O2s) + group(Cds-OdCsOs) + group(Cds-O2d(Cds-Cds)O2s) + group(Cds-CdsHH)
CC(=O)C1CC(=O)OC1OO,-155.54481835564053,114.35164524068188,116.53481472275332,40.04407648183557,49.46253919694072,58.59697514340344,65.94941491395794,76.43804397705546,84.30386998087954,96.67086806883364,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-(Cds-O2d)CsCsH) + group(Cs-CsOsOsH) + group(Cs-(Cds-O2d)CsHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsCs) + group(Cds-OdCsOs) + ring(butyrolactone)
CC(=O)C(O)C(=O)OO,-160.61196940726578,109.19592058118012,110.0016634799235,37.556175908221796,44.07139579349904,49.35078393881453,53.53263862332696,59.55428298279159,63.848087954110895,70.8374378585086,Thermo group additivity estimation: group(O2s-CsH) + group(O2s-O2s(Cds-O2d)) + group(O2s-(Os-CdOd)H) + group(Cs-CsCsOsH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsCs) + group(Cds-OdCsOs)
O=COOC(=O)O,-197.80137667304015,83.23434034416826,83.23434034416826,24.0580879541109,32.42527724665392,38.15265774378585,41.82300191204589,46.56709369024856,48.34328871892925,49.68889101338432,Thermo group additivity estimation: group(O2s-O2s(Cds-O2d)) + group(O2s-O2s(Cds-O2d)) + group(O2s-(Cds-O2d)H) + group(Cds-OdOsOs) + group(Cds-OdOsH)
CC1(COO)COCC(=O)O1,-157.64154875717017,105.2790484911599,107.46221797323135,45.182026768642444,57.25393881453155,67.75049713193117,76.33780114722752,87.8964053537285,96.17369024856598,105.20866156787764,Thermo group additivity estimation: group(O2s-CsCs) + group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsCsCsOs) + group(Cs-CsOsHH) + group(Cs-CsOsHH) + group(Cs-CsHHH) + group(Cs-(Cds-O2d)OsHH) + group(Cds-OdCsOs) + ring(Cyclohexanone)
O=COC(=O)CC1=C(O)CO1,-164.00034416826003,110.62307284894838,110.62307284894838,39.97280305927342,50.92841491395794,58.69958126195028,64.21063288718929,71.6662638623327,76.44278776290632,80.85020267686424,Thermo group additivity estimation: group(O2s-Cs(Cds-Cd)) + group(O2s-(Cds-O2d)(Cds-O2d)) + group(O2s-(Cds-Cd)H) + group(Cs-(Cds-O2d)(Cds-Cds)HH) + group(Cs-(Cds-Cds)OsHH) + group(Cds-CdsCsOs) + group(Cds-CdsCsOs) + group(Cds-OdCsOs) + group(Cds-OdOsH) + ring(Cyclobutene)
CC(OO)C1COCC(=O)O1,-156.58992351816443,107.28506016053004,108.09080305927341,43.98221797323136,56.0493499043977,66.81837476099426,75.67097514340344,87.56418738049715,95.97770554493307,105.0389674952199,Thermo group additivity estimation: group(O2s-CsCs) + group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsCsOsH) + group(Cs-CsCsOsH) + group(Cs-CsOsHH) + group(Cs-CsHHH) + group(Cs-(Cds-O2d)OsHH) + group(Cds-OdCsOs) + ring(Cyclohexanone)
CC(=O)OCC(C)(C)OO,-142.88871892925428,116.84030034919677,123.38980879541108,46.93694072657744,57.61726577437857,66.69715105162524,74.33,85.73992351816445,94.28604206500955,106.29248565965581,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsCsCsOs) + group(Cs-CsOsHH) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs)
CC(=O)OC=C(O)C=O,-156.05357552581262,98.19206952366468,100.37523900573613,38.25391969407266,46.979063097514334,53.04105162523901,57.35237093690248,63.56695984703632,67.5025621414914,72.01355640535374,Thermo group additivity estimation: group(O2s-(Cds-O2d)(Cds-Cd)) + group(O2s-(Cds-Cd)H) + group(Cs-(Cds-O2d)HHH) + group(Cds-Cds(Cds-O2d)O2s) + group(Cds-OdCsOs) + group(Cds-CdsOsH) + group(Cds-O2d(Cds-Cds)H)
CC(=O)OCC(=O)C=O,-146.67782026768643,104.45640986783295,106.6395793499044,33.64005736137667,40.6859464627151,47.17495219885277,52.62906309751433,60.7887189292543,66.35038240917783,73.73565965583174,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(Cs-(Cds-O2d)OsHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-O2d(Cds-O2d)Cs) + group(Cds-OdCsOs) + group(Cds-O2d(Cds-O2d)H)
CC(=O)OC(OO)C(C)C,-147.73900573613767,119.58680915049806,124.75889101338433,45.01565965583174,55.63600382409178,65.3874760994264,73.20390057361377,84.97034416826004,94.0284894837476,105.82367112810707,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsCsCsH) + group(Cs-CsOsOsH) + group(Cs-CsHHH) + group(Cs-CsHHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs)
CC(=O)OC1OC1(C)COO,-145.4346845124283,116.94818130354354,121.31452026768642,47.61932504780115,57.620942638623326,67.13184894837477,74.59614340344169,85.05870936902485,93.17845697896749,107.14723135755258,Thermo group additivity estimation: group(O2s-CsCs) + group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsCsCsOs) + group(Cs-CsOsOsH) + group(Cs-CsOsHH) + group(Cs-CsHHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs) + ring(Ethylene_oxide)
CC(=O)OC(OO)C1(C)CO1,-145.4346845124283,118.32560788687161,121.31452026768642,47.61932504780115,57.620942638623326,67.13184894837477,74.59614340344169,85.05870936902485,93.17845697896749,107.14723135755258,Thermo group additivity estimation: group(O2s-CsCs) + group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsCsCsOs) + group(Cs-CsOsOsH) + group(Cs-CsOsHH) + group(Cs-CsHHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs) + ring(Ethylene_oxide)
O=C(O)O,-146.22370936902485,63.942841103096406,65.32026768642447,15.370458891013385,18.857552581261952,21.498565965583175,23.42734225621415,25.83891013384321,27.134321223709367,28.53967495219885,Thermo group additivity estimation: group(O2s-(Cds-O2d)H) + group(O2s-(Cds-O2d)H) + group(Cds-OdOsOs)
CCCC(OO)OC(C)=O,-145.49900573613766,122.2699786325695,125.25889101338433,45.28565965583174,55.696003824091775,65.31747609942639,73.06390057361376,84.78034416826004,93.8884894837476,105.57367112810708,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsCsHH) + group(Cs-CsCsHH) + group(Cs-CsOsOsH) + group(Cs-CsHHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs)
O=C1CC(=O)OC(OO)C1,-144.31089866156788,89.61309751434034,89.61309751434034,50.808374760994255,58.114703632887185,64.91938814531548,70.23499043977056,78.01422562141491,83.98915869980881,80.51900573613767,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsOsOsH) + group(Cs-(Cds-O2d)CsHH) + group(Cs-(Cds-O2d)(Cds-O2d)HH) + group(Cds-OdCsCs) + group(Cds-OdCsOs) + ring(six-sidedoubles)
OC(O)O,-139.68124282982794,75.60342707624595,77.7865965583174,18.213518164435946,20.196940726577438,22.119808795411092,23.874569789674954,26.92711281070746,29.3736137667304,32.75076481835564,Thermo group additivity estimation: group(O2s-CsH) + group(O2s-CsH) + group(O2s-CsH) + group(Cs-OsOsOsH)
CCC(COC(C)=O)OO,-138.7659464627151,121.47829603218709,124.46720841300191,45.76892925430211,56.20862332695984,65.387017208413,73.20309751434034,85.02797323135755,93.82066921606119,106.00024856596556,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsCsOsH) + group(Cs-CsCsHH) + group(Cs-CsOsHH) + group(Cs-CsHHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs)
O=C1OC(=O)O1,-130.49216061185467,76.50021375495,79.25506692160612,16.694971319311662,20.41688336520076,23.255793499043975,24.893460803059273,26.054990439770553,25.89533460803059,25.467667304015297,Thermo group additivity estimation: group(O2s-(Cds-O2d)(Cds-O2d)) + group(O2s-(Cds-O2d)(Cds-O2d)) + group(Cds-OdOsOs) + group(Cds-OdOsOs) + ring(Cyclobutane)
CC(=O)OC(CC1CO1)OO,-141.31191204588907,121.58617698653386,122.39191988527723,46.4513135755258,56.21230019120459,65.82171510516253,73.46924091778203,84.34675908221799,92.71308413001913,106.85499426386234,Thermo group additivity estimation: group(O2s-CsCs) + group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsCsOsH) + group(Cs-CsCsHH) + group(Cs-CsOsOsH) + group(Cs-CsOsHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs) + ring(Ethylene_oxide)
O=C(OO)C(O)COO,-148.6609177820268,112.93972103839496,111.5622944550669,40.11562141491395,47.32196940726577,52.69363288718929,56.48036328871893,61.91055449330783,65.96439770554494,71.63476099426386,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-CsH) + group(O2s-O2s(Cds-O2d)) + group(O2s-OsH) + group(O2s-(Os-CdOd)H) + group(Cs-(Cds-O2d)CsOsH) + group(Cs-CsOsHH) + group(Cds-OdCsOs)
CC(=O)OC1OC1CCOO,-141.31191204588907,120.20875040320578,122.39191988527723,46.4513135755258,56.21230019120459,65.82171510516253,73.46924091778203,84.34675908221799,92.71308413001913,106.85499426386234,Thermo group additivity estimation: group(O2s-CsCs) + group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsCsOsH) + group(Cs-CsCsHH) + group(Cs-CsOsOsH) + group(Cs-CsOsHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs) + ring(Ethylene_oxide)
CC(=O)OC1OOCC1OO,-144.3821164627151,112.51943893093043,114.70260841300188,42.1789292543021,52.279623326959836,61.482017208413005,68.61409751434034,78.79897323135756,86.26966921606117,98.73524856596559,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsCsOsH) + group(Cs-CsOsOsH) + group(Cs-CsOsHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs) + ring(12dioxolane)
CC(=O)OCC(C)COO,-137.93479923518163,121.42711056373585,124.41602294455066,45.53072657743786,55.944569789674944,65.07900573613767,72.88302103250479,84.83824091778203,93.6912810707457,106.1277055449331,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-CsCsCsH) + group(Cs-CsOsHH) + group(Cs-CsOsHH) + group(Cs-CsHHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs)
OCC(O)CO,-140.84608030592733,95.41347992351814,95.41347992351814,30.884321223709367,36.383843212237096,41.030114722753346,44.873326959847034,50.84369024856597,55.38718929254302,62.89435946462714,Thermo group additivity estimation: group(O2s-CsH) + group(O2s-CsH) + group(O2s-CsH) + group(Cs-CsCsOsH) + group(Cs-CsOsHH) + group(Cs-CsOsHH)
O=C1OOC(=O)O1,-179.7422944550669,74.28597685835453,75.66340344168259,17.467265774378582,26.086367112810702,31.80992351816444,35.00435946462715,38.34166347992351,38.9395793499044,39.08466539196941,Thermo group additivity estimation: group(O2s-(Cds-O2d)(Cds-O2d)) + group(O2s-O2s(Cds-O2d)) + group(O2s-O2s(Cds-O2d)) + group(Cds-OdOsOs) + group(Cds-OdOsOs) + ring(Cyclopentane)
CC(=O)OC(C)=O,-137.7151051625239,95.13577556151566,100.87954110898661,26.376673040152962,31.661089866156786,36.57982791586998,40.82217973231357,47.4784894837476,52.31118546845124,59.486137667304014,Thermo group additivity estimation: group(O2s-(Cds-O2d)(Cds-O2d)) + group(Cs-(Cds-O2d)HHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs) + group(Cds-OdCsOs)
