radical_smiles,radical_resonance_smiles,closed_shell_smiles,closed_shell_H298 (kcal/mol),closed_shell_S298 (cal/mol/K),closed_shell_Cp300 (cal/mol/K),closed_shell_Cp400 (cal/mol/K),closed_shell_Cp500 (cal/mol/K),closed_shell_Cp600 (cal/mol/K),closed_shell_Cp800 (cal/mol/K),closed_shell_Cp1000 (cal/mol/K),closed_shell_Cp1500 (cal/mol/K),closed_shell_Sint298 (cal/mol/K),closed_shell_thermo_comment,closed_shell_thermo_source,radical_H298 (kcal/mol),radical_S298 (cal/mol/K),radical_Sint298 (cal/mol/K),radical_source,radical_level_of_theory,radical_Cp300 (cal/mol/K),radical_Cp400 (cal/mol/K),radical_Cp500 (cal/mol/K),radical_Cp600 (cal/mol/K),radical_Cp800 (cal/mol/K),radical_Cp1000 (cal/mol/K),radical_Cp1500 (cal/mol/K),radical_num_resonance,HBI_H298 (kcal/mol),HBI_Sint298 (cal/mol/K),HBI_Cp300 (cal/mol/K),HBI_Cp400 (cal/mol/K),HBI_Cp500 (cal/mol/K),HBI_Cp600 (cal/mol/K),HBI_Cp800 (cal/mol/K),HBI_Cp1000 (cal/mol/K),HBI_Cp1500 (cal/mol/K)
CC(=O)OC(OO)[C](O)C=O,CC(=O)OC(OO)[C](O)C=O,CC(=O)OC(OO)C(O)C=O,-200.4160611854685,130.19854792932654,43.39500956022945,52.97007648183556,61.4406118546845,67.61005736137668,76.90384321223709,83.96219885277245,91.87839388145316,129.62686424474185,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-CsH) + group(O2s-OsH) + group(Cs-(Cds-O2d)CsOsH) + group(Cs-CsOsOsH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs) + group(Cds-OdCsH),GAV,-168.60599381515956,111.93384753509962,112.739590433843,dong_pio_liang.py,CBS-QB3,43.29540793566656,53.289900280012425,61.93008128777829,69.10013904809655,79.74511939533176,86.53657884558184,93.5501633698529,2,31.81006737030893,-16.887273810898847,-0.09960162456288657,0.3198237981768628,0.4894694330937952,1.4900816867198756,2.8412761830946636,2.5743799928093978,1.6717694883997325
CC(=O)OC(OO)[C](O)C=O,CC(=O)OC(OO)C(O)=C[O],CC(=O)OC(OO)C(O)=CO,-210.2929636711281,119.895767617509,48.19474187380497,59.4597514340344,67.64240917782026,73.0699808795411,80.47334608030592,86.10577437858508,92.82973231357552,120.7015105162524,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-(Cds-Cd)H) + group(O2s-(Cds-Cd)H) + group(O2s-OsH) + group(Cs-CsOsOsH) + group(Cs-(Cds-O2d)HHH) + group(Cds-CdsCsOs) + group(Cds-OdCsOs) + group(Cds-CdsOsH),GAV,-168.60599381515956,111.93384753509962,112.739590433843,dong_pio_liang.py,CBS-QB3,43.29540793566656,53.289900280012425,61.93008128777829,69.10013904809655,79.74511939533176,86.53657884558184,93.5501633698529,2,41.68696985596853,-7.961920082409392,-4.899333938138412,-6.169851154021977,-5.712327890041962,-3.9698418314445547,-0.7282266849741603,0.43080446699676145,0.720431056277377
C[C](O)C1OOC(OC(C)=O)O1,C[C](O)C1OOC(OC(C)=O)O1,CC(=O)OC1OOC(C(C)O)O1,-205.56457290630976,123.92034039165168,45.19461950286807,56.495330783938805,67.19521988527724,75.48353728489482,87.30418164435949,95.9828929254302,110.39089866156787,126.90925277246652,Thermo group additivity estimation: group(O2s-CsCs) + group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-CsH) + group(Cs-CsCsOsH) + group(Cs-CsOsOsH) + group(Cs-OsOsOsH) + group(Cs-CsHHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs) + ring(124trioxolane),GAV,-168.1848354910584,117.26129410776257,121.62763307190544,dong_pio_liang.py,CBS-QB3,46.04064349756216,57.4855407228457,67.17689277558031,75.28612768587561,87.52746916969357,95.61910874156982,105.08235997969123,1,37.379737415251356,-5.28161970056108,0.846023994694086,0.9902099389068937,-0.018327109696926414,-0.19740959901920974,0.22328752533408647,-0.363784183860389,-5.308538681876641
CC(=O)OC1O[CH]C(C)(O)OO1,CC(=O)OC1O[CH]C(C)(O)OO1,CC(=O)OC1OCC(C)(O)OO1,-214.15581261950288,111.6993589326066,48.29789674952198,61.231778202676864,72.22965583173996,80.61977055449331,91.67977055449332,99.13242829827917,114.6546653919694,116.0656978967495,Thermo group additivity estimation: group(O2s-CsCs) + group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-CsH) + group(Cs-CsCsOsOs) + group(Cs-CsOsHH) + group(Cs-OsOsOsH) + group(Cs-CsHHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs) + ring(124trioxane),GAV,-165.78484626118356,115.47405963495484,119.84039859909772,dong_pio_liang.py,CBS-QB3,47.61971969340691,58.47133325022287,67.75188054379781,75.48315153187947,86.76713800156205,94.01783960237094,104.2421698162894,1,48.37096635831932,3.774700702348227,-0.6781770561150751,-2.7604449524539945,-4.477775287942151,-5.136619022613843,-4.912632552931271,-5.114588695908225,-10.412495575679998
[O]C(=O)OC(=O)O,[O]C(=O)OC(=O)O,O=C(O)OC(=O)O,-223.69593394423887,86.50326973293693,24.694822883420198,28.758100268533173,32.04033874850406,34.6281945405548,38.15600144983452,40.35052409568069,43.22298327565619,87.88069631626499,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py,-164.83845295722568,87.67029317640959,87.67029317640959,dong_pio_liang.py,CBS-QB3,23.387634474665525,26.613080834805476,29.284902309157268,31.473871494202857,34.65721987583865,36.625849296363285,38.6169233979718,1,58.85748098701319,-0.21040313985540138,-1.3071884087546728,-2.145019433727697,-2.755436439346795,-3.1543230463519443,-3.4987815739958705,-3.7246747993174054,-4.6060598776843875
CC(=O)COC(O[O])OC(C)=O,CC(=O)COC(O[O])OC(C)=O,CC(=O)COC(OO)OC(C)=O,-200.81718929254305,134.9344145790322,49.03479923518165,58.55868068833652,67.4165774378585,75.09493307839388,86.77521988527725,95.1999617590822,105.50370936902486,137.92332695984703,Thermo group additivity estimation: group(O2s-CsCs) + group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsH) + group(Cs-(Cds-O2d)OsHH) + group(Cs-OsOsOsH) + group(Cs-(Cds-O2d)HHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsCs) + group(Cds-OdCsOs),GAV,-164.22293085776977,131.53204930462317,134.52096168543798,dong_pio_liang.py,CBS-QB3,51.800544450607255,60.93645296272866,68.7954533437464,75.44862475688683,85.70647581590555,92.75401601189292,101.82222922768524,1,36.59425843477328,-3.40236527440905,2.7657452154256035,2.377772274392136,1.3788759058878952,0.35369167849295025,-1.0687440693717036,-2.4459457471892847,-3.6814801413396196
CC(=O)OC1OOC(O)[C]1O,CC(=O)OC1OOC(O)[C]1O,CC(=O)OC1OOC(O)C1O,-209.4517149330784,114.98527067089222,41.45707456978967,51.18996749521988,60.53779158699808,67.20425047801146,76.78476673040154,84.05068260038242,96.22207456978968,117.16844015296368,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-OsCs) + group(O2s-CsH) + group(O2s-CsH) + group(Cs-CsCsOsH) + group(Cs-CsOsOsH) + group(Cs-CsOsOsH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs) + ring(12dioxolane),GAV,-161.944097342744,108.21568528433842,110.39885476640988,dong_pio_liang.py,CBS-QB3,43.79501583431001,53.82202533543266,62.20878660209609,68.91801041970419,78.01029332647815,83.76059503877627,91.30907345290154,1,47.507617590334405,-6.7695853865538,2.337941264520339,2.6320578402127808,1.6709950150980077,1.7137599416927287,1.2255265960766053,-0.2900875616061427,-4.91300111688814
CC(=O)C(CC(=O)OC=O)O[O],CC(=O)C(CC(=O)OC=O)O[O],CC(=O)C(CC(=O)OC=O)OO,-189.45908221797325,138.60861656588375,47.27741873804971,56.30267686424474,64.22239005736138,70.50747609942638,79.96621414913957,86.6167877629063,94.9847036328872,139.41435946462713,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-(Cds-O2d)(Cds-O2d)) + group(O2s-OsH) + group(Cs-(Cds-O2d)CsOsH) + group(Cs-(Cds-O2d)CsHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsCs) + group(Cds-OdCsOs) + group(Cds-OdOsH),GAV,-155.52928394784806,120.05834756273778,120.86409046148115,dong_pio_liang.py,CBS-QB3,48.94041357684265,57.8377904830691,65.37524987887787,71.66554228614874,81.11832988843935,87.31964213785851,94.47028802051268,1,33.92979827012519,-18.55026900314597,1.6629948387929403,1.5351136188243615,1.1528598215164862,1.1580661867223512,1.1521157392997736,0.70285437495221,-0.5144156123745205
[O]OC(=O)OC(=O)O,[O]OC(=O)OC(=O)O,O=C(O)OC(=O)OO,-199.9732445733577,94.2559029530491,31.001149527375908,34.73995910396748,37.82625963699091,40.35546239922147,44.03524882679485,46.31252315499043,48.6160507027605,94.2559029530491,Thermo library: ../data/dong_pio_liang.py,Thermo library: ../data/dong_pio_liang.py,-155.1058833500647,93.56265073242186,93.56265073242186,dong_pio_liang.py,CBS-QB3,29.54344870520708,33.2179793292826,35.694865530938934,37.69807541183344,40.57978786487215,42.3233511703958,43.97862028645041,1,44.86736122329302,-0.6932522206272438,-1.4577008221688281,-1.5219797746848798,-2.131394106051978,-2.65738698738803,-3.4554609619226966,-3.989171984594627,-4.637430416310089
C[C](O)C(=O)OC(C)=O,C[C](O)C(=O)OC(C)=O,CC(=O)OC(=O)C(C)O,-183.1455066921606,116.770418403124,35.545277246653924,43.38848948374761,50.22571701720841,55.52644359464627,63.85751434034417,69.83147227533462,78.3323135755258,119.7593307839388,Thermo group additivity estimation: group(O2s-(Cds-O2d)(Cds-O2d)) + group(O2s-CsH) + group(Cs-(Cds-O2d)CsOsH) + group(Cs-CsHHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-OdCsOs) + group(Cds-OdCsOs),GAV,-154.83556937605843,108.46097078620824,112.82730975035112,dong_pio_liang.py,CBS-QB3,35.28617204653727,41.87476574060026,48.11338806034775,53.507350677281416,62.11334030679345,68.34472137521989,77.06072707879902,2,28.30993731610218,-6.932021033587674,-0.2591052001166574,-1.5137237431473523,-2.112328956860658,-2.0190929173648513,-1.7441740335507205,-1.4867509001147283,-1.2715864967267834
C[C](O)C(=O)OC(C)=O,CC(=O)OC([O])=C(C)O,CC(=O)OC(O)=C(C)O,-174.10055449330784,101.80520979302727,41.41346080305928,50.63093690248565,56.85351816443595,61.39541108986615,68.44346080305927,73.36120458891013,80.39158699808794,106.17154875717016,Thermo group additivity estimation: group(O2s-(Cds-O2d)(Cds-Cd)) + group(O2s-(Cds-Cd)H) + group(O2s-(Cds-Cd)H) + group(Cs-(Cds-Cds)HHH) + group(Cs-(Cds-O2d)HHH) + group(Cds-CdsCsOs) + group(Cds-CdsCsCs) + group(Cds-OdCsOs),GAV,-154.83556937605843,108.46097078620824,112.82730975035112,dong_pio_liang.py,CBS-QB3,35.28617204653727,41.87476574060026,48.11338806034775,53.507350677281416,62.11334030679345,68.34472137521989,77.06072707879902,2,19.26498511724941,6.655760993180962,-6.127288756522013,-8.75617116188539,-8.740130104088195,-7.888060412584736,-6.33012049626582,-5.016483213690236,-3.330859919288926
O=C[C](O)C(=O)C(O)OO,O=C[C](O)C(=O)C(O)OO,O=CC(O)C(=O)C(O)OO,-183.7564053537285,124.05055106340566,40.69604206500957,47.61518164435946,53.77694072657744,58.392256214149135,64.89520076481836,69.96908221797324,75.81059273422562,121.29569789674954,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-CsH) + group(O2s-CsH) + group(O2s-OsH) + group(Cs-CsCsOsH) + group(Cs-CsOsOsH) + group(Cds-OdCsCs) + group(Cds-OdCsH),GAV,-154.46174542269037,102.28831974191324,100.91089315858515,dong_pio_liang.py,CBS-QB3,40.890080729111816,49.0966262026805,55.94099943562978,61.58400817472441,69.85924079515654,75.00909658508604,79.9006488573315,3,29.294659931038126,-20.38480473816439,0.19403866410224424,1.4814445583210372,2.164058709052334,3.1917519605752744,4.964040030338182,5.0400143671128035,4.090056123105882
O=C[C](O)C(=O)C(O)OO,[O]C=C(O)C(=O)C(O)OO,O=C(C(O)=CO)C(O)OO,-190.83770554493304,112.6422449389686,45.28692160611856,54.49606118546844,60.84820267686424,64.58093690248567,69.16537284894838,72.8884894837476,76.51298279158699,111.26481835564051,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-CsH) + group(O2s-(Cds-Cd)H) + group(O2s-(Cds-Cd)H) + group(O2s-OsH) + group(Cs-CsOsOsH) + group(Cds-O2d(Cds-Cds)Cs) + group(Cds-Cds(Cds-O2d)O2s) + group(Cds-CdsOsH),GAV,-154.46174542269037,102.28831974191324,100.91089315858515,dong_pio_liang.py,CBS-QB3,40.890080729111816,49.0966262026805,55.94099943562978,61.58400817472441,69.85924079515654,75.00909658508604,79.9006488573315,3,36.375960122242674,-10.35392519705536,-4.3968408770067455,-5.399434982787945,-4.907203241234463,-2.996928727761265,0.6938679462081581,2.120607101338436,3.3876660657445115
O=C[C](O)C(=O)C(O)OO,[O]C(=C(O)C=O)C(O)OO,O=CC(O)=C(O)C(O)OO,-189.83770554493304,112.9222449389686,46.11692160611855,55.046061185468446,60.89820267686424,64.35093690248566,69.04537284894838,72.5284894837476,75.342982791587,111.54481835564054,Thermo group additivity estimation: group(O2s-OsCs) + group(O2s-CsH) + group(O2s-(Cds-Cd)H) + group(O2s-(Cds-Cd)H) + group(O2s-OsH) + group(Cs-CsOsOsH) + group(Cds-CdsCsOs) + group(Cds-Cds(Cds-O2d)O2s) + group(Cds-O2d(Cds-Cds)H),GAV,-154.46174542269037,102.28831974191324,100.91089315858515,dong_pio_liang.py,CBS-QB3,40.890080729111816,49.0966262026805,55.94099943562978,61.58400817472441,69.85924079515654,75.00909658508604,79.9006488573315,3,35.375960122242674,-10.63392519705539,-5.226840877006737,-5.949434982787949,-4.95720324123446,-2.766928727761247,0.8138679462081626,2.4806071013384354,4.557666065744499
CC(=O)OC(O[O])C(O)=CO,CC(=O)OC(O[O])C(O)=CO,CC(=O)OC(OO)C(O)=CO,-210.2929636711281,119.895767617509,48.19474187380497,59.4597514340344,67.64240917782026,73.0699808795411,80.47334608030592,86.10577437858508,92.82973231357552,120.7015105162524,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-OsCs) + group(O2s-(Cds-Cd)H) + group(O2s-(Cds-Cd)H) + group(O2s-OsH) + group(Cs-CsOsOsH) + group(Cs-(Cds-O2d)HHH) + group(Cds-CdsCsOs) + group(Cds-OdCsOs) + group(Cds-CdsOsH),GAV,-152.74680970961955,115.96645932247404,116.7722022212174,dong_pio_liang.py,CBS-QB3,47.08502017420778,56.26446558476556,63.78663477387549,69.89435616481711,78.73174088859606,84.29513371546847,90.78336641870123,1,57.54615396150854,-3.929308295035,-1.1097216995971948,-3.195285849268842,-3.855774403944764,-3.1756247147239947,-1.7416051917098514,-1.8106406631166152,-2.0463658948742847
C[C]1OC(=O)C(O)(C=O)O1,C[C]1OC(=O)C(O)(C=O)O1,CC1OC(=O)C(O)(C=O)O1,-206.4678776290631,99.58732764985972,33.63263862332696,44.45434034416825,53.57137667304015,59.78091778202676,67.78860420650095,73.45261950286806,80.49470363288718,101.77049713193117,Thermo group additivity estimation: group(O2s-CsCs) + group(O2s-Cs(Cds-O2d)) + group(O2s-CsH) + group(Cs-CsCsOsOs) + group(Cs-CsOsOsH) + group(Cs-CsHHH) + group(Cds-OdCsOs) + group(Cds-OdCsH) + ring(Cyclopentane),GAV,-151.20588568560996,96.81287061175249,98.99604009382392,dong_pio_liang.py,CBS-QB3,38.75175068912639,46.65099688435488,52.36963538225383,57.10237044280636,64.24036691151916,68.96888306510515,74.6646515982672,1,55.261991943453154,-2.7744570381072435,5.119112065799428,2.1966565401866305,-1.201741290786316,-2.678547339220401,-3.5482372949817886,-4.483736437762914,-5.830052034619982
[O]C1(O)OC(=O)O1,[O]C1(O)OC(=O)O1,O=C1OC(O)(O)O1,-191.87648183556405,80.03274550080195,20.58281070745697,25.848986615678776,30.369560229445508,33.60206500956023,38.23443594646272,41.02586998087954,44.71388145315487,81.41017208413001,Thermo group additivity estimation: group(O2s-Cs(Cds-O2d)) + group(O2s-Cs(Cds-O2d)) + group(O2s-CsH) + group(O2s-CsH) + group(Cs-OsOsOsOs) + group(Cds-OdOsOs) + ring(Cyclobutane),GAV,-143.9499140543573,79.91168489001242,79.91168489001242,dong_pio_liang.py,CBS-QB3,22.68561973735545,26.78497139279235,29.58661415897873,31.78784625504494,35.05754018993595,37.16335685956788,39.53458480681334,1,47.92656778120676,-1.4984871941175868,2.102809029898477,0.9359847771135748,-0.7829460704667781,-1.814218754515288,-3.1768957565267684,-3.8625131213116646,-5.179296646341527
